time_s,vin,vgate,vout
1.054280000000010729e-03,3.344780242095615145e-03,2.003343663751954384e+00,3.283506351081504349e+00
1.055280000000010645e-03,3.403926790789203911e-03,2.003402669752031962e+00,3.283310755094757560e+00
1.056280000000010561e-03,3.462938958281540532e-03,2.003461538915175755e+00,3.283115602670381605e+00
1.057280000000010477e-03,3.521814414873313936e-03,2.003520268917437175e+00,3.282920901583009865e+00
1.058280000000010393e-03,3.580550836262300345e-03,2.003578857440359684e+00,3.282726659590474050e+00
1.059280000000010309e-03,3.639145903635147491e-03,2.003637302171073387e+00,3.282532884433480014e+00
1.060280000000010225e-03,3.697597303758952403e-03,2.003695600802384735e+00,3.282339583835297780e+00
1.061280000000010141e-03,3.755902729072496150e-03,2.003753751032867569e+00,3.282146765501439134e+00
1.062280000000010056e-03,3.814059877777432623e-03,2.003811750566954597e+00,3.281954437119333434e+00
1.063280000000009972e-03,3.872066453929102169e-03,2.003869597115028878e+00,3.281762606358032741e+00
1.064280000000009888e-03,3.929920167527218601e-03,2.003927288393511308e+00,3.281571280867884077e+00
1.065280000000009804e-03,3.987618734606223139e-03,2.003984822124954324e+00,3.281380468280214124e+00
1.066280000000009720e-03,4.045159877325473115e-03,2.004042196038128054e+00,3.281190176207021914e+00
1.067280000000009636e-03,4.102541324059198226e-03,2.004099407868114024e+00,3.281000412240653752e+00
1.068280000000009552e-03,4.159760809486125893e-03,2.004156455356390865e+00,3.280811183953513677e+00
1.069280000000009468e-03,4.216816074678953960e-03,2.004213336250924460e+00,3.280622498897733053e+00
1.070280000000009384e-03,4.273704867193491193e-03,2.004270048306259877e+00,3.280434364604854380e+00
1.071280000000009299e-03,4.330424941157618238e-03,2.004326589283606630e+00,3.280246788585535533e+00
1.072280000000009215e-03,4.386974057359951072e-03,2.004382956950928829e+00,3.280059778329235343e+00
1.073280000000009131e-03,4.443349983338202615e-03,2.004439149083030891e+00,3.279873341303904510e+00
1.074280000000009047e-03,4.499550493467338770e-03,2.004495163461647245e+00,3.279687484955680077e+00
1.075280000000008963e-03,4.555573369047464724e-03,2.004550997875532481e+00,3.279502216708561235e+00
1.076280000000008879e-03,4.611416398391371234e-03,2.004606650120543065e+00,3.279317543964133108e+00
1.077280000000008795e-03,4.667077376911887496e-03,2.004662117999727045e+00,3.279133474101231904e+00
1.078280000000008711e-03,4.722554107208863650e-03,2.004717399323412419e+00,3.278950014475658037e+00
1.079280000000008627e-03,4.777844399156002363e-03,2.004772491909291965e+00,3.278767172419851050e+00
1.080280000000008542e-03,4.832946069987242854e-03,2.004827393582508055e+00,3.278584955242616061e+00
1.081280000000008458e-03,4.887856944382962775e-03,2.004882102175741920e+00,3.278403370228795133e+00
1.082280000000008374e-03,4.942574854555876508e-03,2.004936615529296251e+00,3.278222424638975951e+00
1.083280000000008290e-03,4.997097640336576121e-03,2.004990931491180906e+00,3.278042125709183630e+00
1.084280000000008206e-03,5.051423149258829452e-03,2.005045047917198175e+00,3.277862480650603594e+00
1.085280000000008122e-03,5.105549236644579825e-03,2.005098962671028939e+00,3.277683496649244077e+00
1.086280000000008038e-03,5.159473765688576269e-03,2.005152673624316151e+00,3.277505180865664336e+00
1.087280000000007954e-03,5.213194607542727919e-03,2.005206178656747440e+00,3.277327540434672670e+00
1.088280000000007870e-03,5.266709641400194736e-03,2.005259475656140378e+00,3.277150582465022666e+00
1.089280000000007785e-03,5.320016754579061889e-03,2.005312562518522856e+00,3.276974314039132530e+00
1.090280000000007701e-03,5.373113842605794707e-03,2.005365437148221908e+00,3.276798742212766236e+00
1.091280000000007617e-03,5.425998809298265141e-03,2.005418097457942306e+00,3.276623874014760851e+00
1.092280000000007533e-03,5.478669566848534504e-03,2.005470541368850501e+00,3.276449716446721006e+00
1.093280000000007449e-03,5.531124035905297942e-03,2.005522766810653224e+00,3.276276276482738226e+00
1.094280000000007365e-03,5.583360145655932513e-03,2.005574771721684080e+00,3.276103561069088954e+00
1.095280000000007281e-03,5.635375833908252974e-03,2.005626554048983046e+00,3.275931577123947669e+00
1.096280000000007197e-03,5.687169047171951840e-03,2.005678111748375514e+00,3.275760331537107994e+00
1.097280000000007113e-03,5.738737740739669954e-03,2.005729442784556227e+00,3.275589831169679833e+00
1.098280000000007028e-03,5.790079878767675874e-03,2.005780545131168768e+00,3.275420082853804260e+00
1.099280000000006944e-03,5.841193434356265965e-03,2.005831416770883724e+00,3.275251093392379076e+00
1.100280000000006860e-03,5.892076389629800209e-03,2.005882055695479949e+00,3.275082869558774590e+00
1.101280000000006776e-03,5.942726735816321673e-03,2.005932459905924947e+00,3.274915418096520980e+00
1.102280000000006692e-03,5.993142473326884545e-03,2.005982627412449926e+00,3.274748745719073817e+00
1.103280000000006608e-03,6.043321611834526555e-03,2.006032556234631503e+00,3.274582859109489874e+00
1.104280000000006524e-03,6.093262170352734854e-03,2.006082244401469872e+00,3.274417764920174889e+00
1.105280000000006440e-03,6.142962177313800870e-03,2.006131689951465624e+00,3.274253469772584246e+00
1.106280000000006355e-03,6.192419670646542862e-03,2.006180890932697025e+00,3.274089980256961852e+00
1.107280000000006271e-03,6.241632697853802085e-03,2.006229845402896395e+00,3.273927302932054140e+00
1.108280000000006187e-03,6.290599316089543445e-03,2.006278551429530932e+00,3.273765444324837404e+00
1.109280000000006103e-03,6.339317592235516399e-03,2.006327007089873327e+00,3.273604410930243347e+00
1.110280000000006019e-03,6.387785602977592327e-03,2.006375210471082138e+00,3.273444209210880196e+00
1.111280000000005935e-03,6.436001434881724603e-03,2.006423159670274181e+00,3.273284845596767134e+00
1.112280000000005851e-03,6.483963184469384786e-03,2.006470852794601800e+00,3.273126326485074067e+00
1.113280000000005767e-03,6.531668958292853079e-03,2.006518287961325697e+00,3.272968658239832074e+00
1.114280000000005683e-03,6.579116873009858285e-03,2.006565463297891316e+00,3.272811847191671397e+00
1.115280000000005598e-03,6.626305055457961009e-03,2.006612376942000786e+00,3.272655899637570975e+00
1.116280000000005514e-03,6.673231642728533544e-03,2.006659027041687970e+00,3.272500821840566232e+00
1.117280000000005430e-03,6.719894782240253168e-03,2.006705411755391300e+00,3.272346620029506603e+00
1.118280000000005346e-03,6.766292631812267575e-03,2.006751529252025268e+00,3.272193300398783755e+00
1.119280000000005262e-03,6.812423359736932693e-03,2.006797377711054597e+00,3.272040869108070460e+00
1.120280000000005178e-03,6.858285144852097753e-03,2.006842955322564848e+00,3.271889332282061247e+00
1.121280000000005094e-03,6.903876176613004366e-03,2.006888260287333470e+00,3.271738696010213054e+00
1.122280000000005010e-03,6.949194655163780550e-03,2.006933290816902193e+00,3.271588966346492988e+00
1.123280000000004926e-03,6.994238791408504546e-03,2.006978045133647193e+00,3.271440149309114531e+00
1.124280000000004841e-03,7.039006807081800259e-03,2.007022521470848808e+00,3.271292250880282637e+00
1.125280000000004757e-03,7.083496934819054520e-03,2.007066718072761713e+00,3.271145277005955698e+00
1.126280000000004673e-03,7.127707418226218901e-03,2.007110633194684191e+00,3.270999233595570210e+00
1.127280000000004589e-03,7.171636511949101497e-03,2.007154265103025637e+00,3.270854126521814287e+00
1.128280000000004505e-03,7.215282481742306582e-03,2.007197612075377169e+00,3.270709961620361206e+00
1.129280000000004421e-03,7.258643604537669443e-03,2.007240672400578685e+00,3.270566744689630490e+00
1.130280000000004337e-03,7.301718168512306983e-03,2.007283444378787252e+00,3.270424481490536550e+00
1.131280000000004253e-03,7.344504473156202549e-03,2.007325926321541498e+00,3.270283177746258652e+00
1.132280000000004169e-03,7.387000829339304166e-03,2.007368116551831339e+00,3.270142839141971791e+00
1.133280000000004084e-03,7.429205559378228123e-03,2.007410013404162363e+00,3.270003471324637978e+00
1.134280000000004000e-03,7.471116997102511537e-03,2.007451615224622454e+00,3.269865079902738003e+00
1.135280000000003916e-03,7.512733487920351429e-03,2.007492920370948397e+00,3.269727670446043177e+00
1.136280000000003832e-03,7.554053388883941351e-03,2.007533927212586722e+00,3.269591248485391510e+00
1.137280000000003748e-03,7.595075068754362189e-03,2.007574634130762536e+00,3.269455819512424810e+00
1.138280000000003664e-03,7.635796908065914379e-03,2.007615039518539923e+00,3.269321388979394172e+00
1.139280000000003580e-03,7.676217299190113592e-03,2.007655141780886776e+00,3.269187962298884642e+00
1.140280000000003496e-03,7.716334646399124371e-03,2.007694939334738304e+00,3.269055544843619820e+00
1.141280000000003412e-03,7.756147365928782629e-03,2.007734430609060539e+00,3.268924141946206952e+00
1.142280000000003327e-03,7.795653886041086465e-03,2.007773614044908506e+00,3.268793758898932644e+00
1.143280000000003243e-03,7.834852647086261099e-03,2.007812488095491510e+00,3.268664400953519511e+00
1.144280000000003159e-03,7.873742101564350226e-03,2.007851051226232642e+00,3.268536073320914781e+00
1.145280000000003075e-03,7.912320714186280024e-03,2.007889301914830060e+00,3.268408781171055821e+00
1.146280000000002991e-03,7.950586961934473854e-03,2.007927238651315172e+00,3.268282529632664968e+00
1.147280000000002907e-03,7.988539334122994259e-03,2.007964859938115243e+00,3.268157323793018598e+00
1.148280000000002823e-03,8.026176332457170617e-03,2.008002164290110692e+00,3.268033168697725976e+00
1.149280000000002739e-03,8.063496471092760146e-03,2.008039150234693704e+00,3.267910069350535629e+00
1.150280000000002655e-03,8.100498276694588495e-03,2.008075816311825523e+00,3.267788030713101755e+00
1.151280000000002570e-03,8.137180288494721969e-03,2.008112161074097290e+00,3.267667057704773725e+00
1.152280000000002486e-03,8.173541058350157484e-03,2.008148183086782446e+00,3.267547155202402465e+00
1.153280000000002402e-03,8.209579150799950487e-03,2.008183880927898901e+00,3.267428328040106855e+00
1.154280000000002318e-03,8.245293143121928264e-03,2.008219253188260556e+00,3.267310581009082782e+00
1.155280000000002234e-03,8.280681625388806519e-03,2.008254298471534138e+00,3.267193918857405954e+00
1.156280000000002150e-03,8.315743200523919090e-03,2.008289015394296051e+00,3.267078346289808088e+00
1.157280000000002066e-03,8.350476484356309306e-03,2.008323402586086992e+00,3.266963867967479729e+00
1.158280000000001982e-03,8.384880105675396322e-03,2.008357458689462138e+00,3.266850488507893502e+00
1.159280000000001897e-03,8.418952706285131454e-03,2.008391182360049765e+00,3.266738212484574078e+00
1.160280000000001813e-03,8.452692941057578582e-03,2.008424572266600094e+00,3.266627044426926751e+00
1.161280000000001729e-03,8.486099477986034853e-03,2.008457627091041253e+00,3.266516988820030498e+00
1.162280000000001645e-03,8.519170998237646578e-03,2.008490345528529009e+00,3.266408050104450567e+00
1.163280000000001561e-03,8.551906196205388486e-03,2.008522726287499616e+00,3.266300232676044857e+00
1.164280000000001477e-03,8.584303779559720321e-03,2.008554768089720444e+00,3.266193540885779178e+00
1.165280000000001393e-03,8.616362469299516588e-03,2.008586469670339714e+00,3.266087979039540734e+00
1.166280000000001309e-03,8.648080999802595578e-03,2.008617829777937569e+00,3.265983551397941831e+00
1.167280000000001225e-03,8.679458118875693282e-03,2.008648847174572705e+00,3.265880262176164450e+00
1.168280000000001140e-03,8.710492587803871783e-03,2.008679520635836990e+00,3.265778115543740867e+00
1.169280000000001056e-03,8.741183181399431526e-03,2.008709848950898991e+00,3.265677115624402660e+00
1.170280000000000972e-03,8.771528688050296216e-03,2.008739830922551928e+00,3.265577266495903963e+00
1.171280000000000888e-03,8.801527909767825272e-03,2.008769465367262530e+00,3.265478572189829620e+00
1.172280000000000804e-03,8.831179662234100655e-03,2.008798751115218550e+00,3.265381036691424654e+00
1.173280000000000720e-03,8.860482774848712356e-03,2.008827687010371843e+00,3.265284663939443277e+00
1.174280000000000636e-03,8.889436090774945412e-03,2.008856271910486324e+00,3.265189457825952601e+00
1.175280000000000552e-03,8.918038466985472520e-03,2.008884504687184158e+00,3.265095422196181651e+00
1.176280000000000468e-03,8.946288774307446443e-03,2.008912384225986614e+00,3.265002560848356161e+00
1.177280000000000383e-03,8.974185897467117090e-03,2.008939909426361137e+00,3.264910877533517386e+00
1.178280000000000299e-03,9.001728735133820644e-03,2.008967079201764427e+00,3.264820375955387988e+00
1.179280000000000215e-03,9.028916199963486419e-03,2.008993892479683741e+00,3.264731059770187294e+00
1.180280000000000131e-03,9.055747218641569535e-03,2.009020348201680406e+00,3.264642932586491852e+00
1.181280000000000047e-03,9.082220731925372964e-03,2.009046445323432017e+00,3.264555997965062240e+00
1.182279999999999963e-03,9.108335694685935902e-03,2.009072182814772400e+00,3.264470259418719600e+00
1.183279999999999879e-03,9.134091075949240385e-03,2.009097559659733800e+00,3.264385720412152914e+00
1.184279999999999795e-03,9.159485858936933927e-03,2.009122574856585075e+00,3.264302384361801757e+00
1.185279999999999711e-03,9.184519041106471021e-03,2.009147227417872994e+00,3.264220254635702645e+00
1.186279999999999626e-03,9.209189634190680443e-03,2.009171516370460875e+00,3.264139334553332716e+00
1.187279999999999542e-03,9.233496664236787860e-03,2.009195440755566331e+00,3.264059627385470286e+00
1.188279999999999458e-03,9.257439171644879852e-03,2.009218999628798574e+00,3.263981136354067836e+00
1.189279999999999374e-03,9.281016211205739969e-03,2.009242192060199272e+00,3.263903864632089480e+00
1.190279999999999290e-03,9.304226852138232015e-03,2.009265017134273190e+00,3.263827815343398164e+00
1.191279999999999206e-03,9.327070178125987723e-03,2.009287473950029934e+00,3.263752991562599348e+00
1.192279999999999122e-03,9.349545287353610429e-03,2.009309561621015483e+00,3.263679396314927317e+00
1.193279999999999038e-03,9.371651292542276801e-03,2.009331279275351712e+00,3.263607032576096856e+00
1.194279999999998954e-03,9.393387320984752237e-03,2.009352626055766589e+00,3.263535903272180683e+00
1.195279999999998869e-03,9.414752514579845938e-03,2.009373601119628816e+00,3.263466011279496648e+00
1.196279999999998785e-03,9.435746029866307408e-03,2.009394203638982468e+00,3.263397359424462962e+00
1.197279999999998701e-03,9.456367038056096713e-03,2.009414432800579409e+00,3.263329950483487174e+00
1.198279999999998617e-03,9.476614725067115247e-03,2.009434287805911712e+00,3.263263787182843600e+00
1.199279999999998533e-03,9.496488291555348418e-03,2.009453767871240082e+00,3.263198872198556977e+00
1.200279999999998449e-03,9.515986952946425478e-03,2.009472872227628937e+00,3.263135208156286993e+00
1.201279999999998365e-03,9.535109939466580864e-03,2.009491600120974386e+00,3.263072797631210165e+00
1.202279999999998281e-03,9.553856496173046553e-03,2.009509950812036205e+00,3.263011643147905261e+00
1.203279999999998197e-03,9.572225882983868492e-03,2.009527923576463149e+00,3.262951747180262707e+00
1.204279999999998112e-03,9.590217374707107195e-03,2.009545517704826700e+00,3.262893112151354025e+00
1.205279999999998028e-03,9.607830261069476296e-03,2.009562732502642834e+00,3.262835740433348342e+00
1.206279999999997944e-03,9.625063846744375678e-03,2.009579567290405322e+00,3.262779634347386271e+00
1.207279999999997860e-03,9.641917451379353882e-03,2.009596021403608823e+00,3.262724796163506191e+00
1.208279999999997776e-03,9.658390409622959888e-03,2.009612094192776865e+00,3.262671228100521681e+00
1.209279999999997692e-03,9.674482071151008569e-03,2.009627785023487156e+00,3.262618932325940690e+00
1.210279999999997608e-03,9.690191800692251126e-03,2.009643093276396897e+00,3.262567910955861628e+00
1.211279999999997524e-03,9.705518978053473064e-03,2.009658018347265873e+00,3.262518166054890756e+00
1.212279999999997439e-03,9.720462998143950331e-03,2.009672559646981327e+00,3.262469699636048048e+00
1.213279999999997355e-03,9.735023270999357270e-03,2.009686716601581047e+00,3.262422513660683698e+00
1.214279999999997271e-03,9.749199221805058754e-03,2.009700488652276906e+00,3.262376610038385749e+00
1.215279999999997187e-03,9.762990290918784758e-03,2.009713875255475291e+00,3.262331990626899270e+00
1.216279999999997103e-03,9.776395933892742876e-03,2.009726875882800190e+00,3.262288657232050859e+00
1.217279999999997019e-03,9.789415621495099404e-03,2.009739490021112296e+00,3.262246611607670488e+00
1.218279999999996935e-03,9.802048839730886226e-03,2.009751717172531649e+00,3.262205855455504455e+00
1.219279999999996851e-03,9.814295089862274529e-03,2.009763556854454514e+00,3.262166390425160323e+00
1.220279999999996767e-03,9.826153888428281261e-03,2.009775008599573365e+00,3.262128218114018985e+00
1.221279999999996682e-03,9.837624767263842412e-03,2.009786071955896869e+00,3.262091340067170719e+00
1.222279999999996598e-03,9.848707273518306909e-03,2.009796746486767205e+00,3.262055757777342357e+00
1.223279999999996514e-03,9.859400969673299056e-03,2.009807031770874719e+00,3.262021472684851986e+00
1.224279999999996430e-03,9.869705433560006791e-03,2.009816927402277464e+00,3.261988486177528124e+00
1.225279999999996346e-03,9.879620258375838501e-03,2.009826432990418077e+00,3.261956799590643108e+00
1.226279999999996262e-03,9.889145052700491767e-03,2.009835548160135321e+00,3.261926414206879343e+00
1.227279999999996178e-03,9.898279440511392399e-03,2.009844272551680966e+00,3.261897331256258248e+00
1.228279999999996094e-03,9.907023061198547143e-03,2.009852605820735771e+00,3.261869551916083410e+00
1.229279999999996010e-03,9.915375569578790960e-03,2.009860547638418815e+00,3.261843077310901506e+00
1.230279999999995925e-03,9.923336635909388997e-03,2.009868097691304367e+00,3.261817908512449904e+00
1.231279999999995841e-03,9.930905945901076504e-03,2.009875255681433881e+00,3.261794046539598035e+00
1.232279999999995757e-03,9.938083200730451691e-03,2.009882021326324875e+00,3.261771492358322533e+00
1.233279999999995673e-03,9.944868117051789205e-03,2.009888394358986030e+00,3.261750246881642390e+00
1.234279999999995589e-03,9.951260427008204804e-03,2.009894374527923411e+00,3.261730310969606528e+00
1.235279999999995505e-03,9.957259878242249312e-03,2.009899961597154228e+00,3.261711685429236951e+00
1.236279999999995421e-03,9.962866233905862470e-03,2.009905155346214833e+00,3.261694371014492333e+00
1.237279999999995337e-03,9.968079272669719618e-03,2.009909955570167384e+00,3.261678368426254693e+00
1.238279999999995253e-03,9.972898788731974704e-03,2.009914362079611383e+00,3.261663678312277881e+00
1.239279999999995168e-03,9.977324591826392669e-03,2.009918374700689014e+00,3.261650301267164487e+00
1.240279999999995084e-03,9.981356507229839983e-03,2.009921993275092245e+00,3.261638237832349851e+00
1.241279999999995000e-03,9.984994375769202721e-03,2.009925217660070818e+00,3.261627488496067429e+00
1.242279999999994916e-03,9.988238053827657587e-03,2.009928047728433587e+00,3.261618053693340791e+00
1.243279999999994832e-03,9.991087413350349666e-03,2.009930483368558285e+00,3.261609933805945438e+00
1.244279999999994748e-03,9.993542341849445676e-03,2.009932524484393745e+00,3.261603129162410575e+00
1.245279999999994664e-03,9.995602742408571384e-03,2.009934170995463898e+00,3.261597640037988022e+00
1.246279999999994580e-03,9.997268533686640146e-03,2.009935422836869989e+00,3.261593466654661100e+00
1.247279999999994496e-03,9.998539649921063879e-03,2.009936279959296357e+00,3.261590609181109990e+00
1.248279999999994411e-03,9.999416040930351676e-03,2.009936742329007764e+00,3.261589067732731273e+00
1.249279999999994327e-03,9.999897672116085656e-03,2.009936809927854728e+00,3.261588842371610397e+00
1.250279999999994243e-03,9.999984524464291397e-03,2.009936482753271747e+00,3.261589933106529671e+00
1.251279999999994159e-03,9.999676594546187333e-03,2.009935760818279071e+00,3.261592339892964709e+00
1.252279999999994075e-03,9.998973894518320069e-03,2.009934644151480931e+00,3.261596062633087101e+00
1.253279999999993991e-03,9.997876452122083854e-03,2.009933132797064648e+00,3.261601101175778616e+00
1.254279999999993907e-03,9.996384310682624244e-03,2.009931226814799299e+00,3.261607455316616111e+00
1.255279999999993823e-03,9.994497529107129394e-03,2.009928926280033057e+00,3.261615124797900833e+00
1.256279999999993739e-03,9.992216181882505530e-03,2.009926231283691855e+00,3.261624109308655761e+00
1.257279999999993654e-03,9.989540359072438327e-03,2.009923141932273616e+00,3.261634408484639813e+00
1.258279999999993570e-03,9.986470166313826322e-03,2.009919658347842031e+00,3.261646021908393145e+00
1.259279999999993486e-03,9.983005724812624507e-03,2.009915780668027008e+00,3.261658949109198957e+00
1.260279999999993402e-03,9.979147171339049563e-03,2.009911509046017120e+00,3.261673189563162545e+00
1.261279999999993318e-03,9.974894658222188334e-03,2.009906843650552055e+00,3.261688742693182874e+00
1.262279999999993234e-03,9.970248353343976605e-03,2.009901784665917290e+00,3.261705607869021861e+00
1.263279999999993150e-03,9.965208440132572454e-03,2.009896332291935650e+00,3.261723784407307036e+00
1.264279999999993066e-03,9.959775117555124194e-03,2.009890486743961979e+00,3.261743271571560854e+00
1.265279999999992981e-03,9.953948600109898195e-03,2.009884248252871153e+00,3.261764068572240660e+00
1.266279999999992897e-03,9.947729117817832520e-03,2.009877617065051858e+00,3.261786174566772445e+00
1.267279999999992813e-03,9.941116916213434823e-03,2.009870593442395048e+00,3.261809588659586367e+00
1.268279999999992729e-03,9.934112256335104335e-03,2.009863177662285061e+00,3.261834309902149620e+00
1.269279999999992645e-03,9.926715414714818927e-03,2.009855370017587628e+00,3.261860337293017942e+00
1.270279999999992561e-03,9.918926683367220234e-03,2.009847170816638773e+00,3.261887669777864929e+00
1.271279999999992477e-03,9.910746369778082945e-03,2.009838580383232376e+00,3.261916306249550424e+00
1.272279999999992393e-03,9.902174796892185618e-03,2.009829599056608185e+00,3.261946245548138279e+00
1.273279999999992309e-03,9.893212303100543115e-03,2.009820227191436270e+00,3.261977486460975406e+00
1.274279999999992224e-03,9.883859242227068312e-03,2.009810465157805037e+00,3.262010027722737071e+00
1.275279999999992140e-03,9.874115983514588496e-03,2.009800313341206568e+00,3.262043868015458870e+00
1.276279999999992056e-03,9.863982911610273685e-03,2.009789772142521080e+00,3.262079005968628209e+00
1.277279999999991972e-03,9.853460426550454329e-03,2.009778841978000496e+00,3.262115440159212731e+00
1.278279999999991888e-03,9.842548943744821449e-03,2.009767523279252011e+00,3.262153169111759787e+00
1.279279999999991804e-03,9.831248893960031765e-03,2.009755816493221658e+00,3.262192191298414201e+00
1.280279999999991720e-03,9.819560723302702201e-03,2.009743722082176998e+00,3.262232505139023075e+00
1.281279999999991636e-03,9.807484893201797241e-03,2.009731240523688900e+00,3.262274109001175759e+00
1.282279999999991552e-03,9.795021880390414326e-03,2.009718372310610679e+00,3.262317001200305988e+00
1.283279999999991467e-03,9.782172176886956907e-03,2.009705117951060327e+00,3.262361179999734517e+00
1.284279999999991383e-03,9.768936289975717682e-03,2.009691477968400530e+00,3.262406643610760604e+00
1.285279999999991299e-03,9.755314742186847743e-03,2.009677452901218242e+00,3.262453390192738389e+00
1.286279999999991215e-03,9.741308071275732450e-03,2.009663043303302032e+00,3.262501417853149732e+00
1.287279999999991131e-03,9.726916830201751477e-03,2.009648249743622994e+00,3.262550724647690359e+00
1.288279999999991047e-03,9.712141587106469867e-03,2.009633072806308096e+00,3.262601308580363124e+00
1.289279999999990963e-03,9.696982925291175101e-03,2.009617513090619312e+00,3.262653167603547288e+00
1.290279999999990879e-03,9.681441443193883334e-03,2.009601571210931859e+00,3.262706299618103323e+00
1.291279999999990795e-03,9.665517754365693381e-03,2.009585247796707996e+00,3.262760702473443075e+00
1.292279999999990710e-03,9.649212487446582123e-03,2.009568543492469939e+00,3.262816373967657668e+00
1.293279999999990626e-03,9.632526286140570201e-03,2.009551458957779868e+00,3.262873311847577007e+00
1.294279999999990542e-03,9.615459809190303117e-03,2.009533994867208850e+00,3.262931513808879025e+00
1.295279999999990458e-03,9.598013730351073747e-03,2.009516151910311521e+00,3.262990977496209588e+00
1.296279999999990374e-03,9.580188738364203010e-03,2.009497930791600773e+00,3.263051700503255326e+00
1.297279999999990290e-03,9.561985536929849816e-03,2.009479332230519333e+00,3.263113680372858205e+00
1.298279999999990206e-03,9.543404844679243340e-03,2.009460356961410010e+00,3.263176914597129219e+00
1.299279999999990122e-03,9.524447395146294279e-03,2.009441005733487273e+00,3.263241400617547860e+00
1.300279999999990038e-03,9.505113936738649252e-03,2.009421279310807495e+00,3.263307135825080252e+00
1.301279999999989953e-03,9.485405232708146728e-03,2.009401178472240090e+00,3.263374117560279508e+00
1.302279999999989869e-03,9.465322061120670996e-03,2.009380704011433316e+00,3.263442343113426958e+00
1.303279999999989785e-03,9.444865214825454505e-03,2.009359856736788519e+00,3.263511809724616519e+00
1.304279999999989701e-03,9.424035501423750488e-03,2.009338637471424605e+00,3.263582514583886152e+00
1.305279999999989617e-03,9.402833743236985176e-03,2.009317047053143845e+00,3.263654454831358187e+00
1.306279999999989533e-03,9.381260777274266424e-03,2.009295086334401681e+00,3.263727627557339694e+00
1.307279999999989449e-03,9.359317455199352848e-03,2.009272756182273412e+00,3.263802029802456595e+00
1.308279999999989365e-03,9.337004643297024467e-03,2.009250057478419560e+00,3.263877658557770900e+00
1.309279999999989281e-03,9.314323222438893046e-03,2.009226991119049011e+00,3.263954510764935257e+00
1.310279999999989196e-03,9.291274088048615681e-03,2.009203558014885260e+00,3.264032583316305747e+00
1.311279999999989112e-03,9.267858150066551545e-03,2.009179759091129558e+00,3.264111873055077773e+00
1.312279999999989028e-03,9.244076332913837499e-03,2.009155595287427154e+00,3.264192376775430837e+00
1.313279999999988944e-03,9.219929575455894713e-03,2.009131067557826444e+00,3.264274091222649332e+00
1.314279999999988860e-03,9.195418830965366302e-03,2.009106176870743443e+00,3.264357013093295734e+00
1.315279999999988776e-03,9.170545067084465152e-03,2.009080924208922703e+00,3.264441139035310968e+00
1.316279999999988692e-03,9.145309265786796121e-03,2.009055310569399566e+00,3.264526465648199149e+00
1.317279999999988608e-03,9.119712423338598856e-03,2.009029336963461088e+00,3.264612989483135053e+00
1.318279999999988523e-03,9.093755550259376499e-03,2.009003004416602511e+00,3.264700707043156847e+00
1.319279999999988439e-03,9.067439671282042160e-03,2.008976313968492189e+00,3.264789614783274452e+00
1.320279999999988355e-03,9.040765825312420054e-03,2.008949266672926282e+00,3.264879709110647177e+00
1.321279999999988271e-03,9.013735065388286949e-03,2.008921863597787461e+00,3.264970986384745366e+00
1.322279999999988187e-03,8.986348458637757886e-03,2.008894105825007159e+00,3.265063442917479186e+00
1.323279999999988103e-03,8.958607086237175762e-03,2.008865994450518055e+00,3.265157074973370932e+00
1.324279999999988019e-03,8.930512043368419792e-03,2.008837530584211439e+00,3.265251878769733551e+00
1.325279999999987935e-03,8.902064439175679661e-03,2.008808715349894580e+00,3.265347850476806535e+00
1.326279999999987851e-03,8.873265396721655499e-03,2.008779549885247651e+00,3.265444986217935330e+00
1.327279999999987766e-03,8.844116052943232220e-03,2.008750035341776652e+00,3.265543282069730324e+00
1.328279999999987682e-03,8.814617558606591824e-03,2.008720172884768118e+00,3.265642734062247143e+00
1.329279999999987598e-03,8.784771078261789656e-03,2.008689963693244707e+00,3.265743338179146527e+00
1.330279999999987514e-03,8.754577790196746076e-03,2.008659408959915904e+00,3.265845090357868408e+00
1.331279999999987430e-03,8.724038886390783620e-03,2.008628509891134062e+00,3.265947986489818433e+00
1.332279999999987346e-03,8.693155572467534467e-03,2.008597267706844214e+00,3.266052022420520728e+00
1.333279999999987262e-03,8.661929067647341357e-03,2.008565683640537003e+00,3.266157193949829285e+00
1.334279999999987178e-03,8.630360604699172794e-03,2.008533758939201164e+00,3.266263496832071844e+00
1.335279999999987094e-03,8.598451429891866907e-03,2.008501494863273340e+00,3.266370926776256844e+00
1.336279999999987009e-03,8.566202802945016223e-03,2.008468892686585683e+00,3.266479479446258161e+00
1.337279999999986925e-03,8.533615996979193249e-03,2.008435953696320109e+00,3.266589150460980306e+00
1.338279999999986841e-03,8.500692298465700736e-03,2.008402679192955009e+00,3.266699935394573373e+00
1.339279999999986757e-03,8.467433007175782442e-03,2.008369070490213293e+00,3.266811829776600895e+00
1.340279999999986673e-03,8.433839436129316955e-03,2.008335128915012646e+00,3.266924829092241467e+00
1.341279999999986589e-03,8.399912911542951194e-03,2.008300855807410912e+00,3.267038928782487694e+00
1.342279999999986505e-03,8.365654772777781148e-03,2.008266252520555906e+00,3.267154124244321167e+00
1.343279999999986421e-03,8.331066372286486180e-03,2.008231320420628574e+00,3.267270410830936278e+00
1.344279999999986337e-03,8.296149075559896072e-03,2.008196060886791923e+00,3.267387783851918748e+00
